filename,IoU_OpenCV_vs_Expert,Dice_OpenCV_vs_Expert,Acc_OpenCV_vs_Expert,Cosine_OpenCV_vs_Expert,IoU_UNet_vs_Expert,Dice_UNet_vs_Expert,Acc_UNet_vs_Expert,Cosine_UNet_vs_Expert
prod_2023-01-01T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-01T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-01T09-00-00.000Z,0.25384615384615383,0.4049079754601227,0.9962109375,0.4498234510602418,0.10476190476190476,0.1896551724137931,0.988984375,0.2799829290176791
prod_2023-01-01T12-00-00.000Z,0.43828715365239296,0.6094570928196147,0.9912890625,0.6277948523446789,0.34804753820033957,0.5163727959697733,0.985,0.5793434317453615
prod_2023-01-01T15-00-00.000Z,0.023529411764705882,0.04597701149425287,0.9967578125,0.10976425998969035,0.0,0.0,0.98,0.0
prod_2023-01-01T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-01T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-02T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-02T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-02T09-00-00.000Z,0.3333333333333333,0.5,0.9934375,0.5393598899705936,0.17248459958932238,0.29422066549912435,0.9842578125,0.3797446623504944
prod_2023-01-02T12-00-00.000Z,0.4972375690607735,0.6642066420664207,0.992890625,0.6927587472088248,0.253077975376197,0.4039301310043668,0.978671875,0.49431326460452507
prod_2023-01-02T15-00-00.000Z,0.526595744680851,0.6898954703832753,0.9965234375,0.7029236326898033,0.2664576802507837,0.4207920792079208,0.990859375,0.4650436163781841
prod_2023-01-02T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-02T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-03T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-03T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-03T09-00-00.000Z,0.5172413793103449,0.6818181818181818,0.999453125,0.6933752452815365,0.0,0.0,0.999296875,0.0
prod_2023-01-03T12-00-00.000Z,0.5714285714285714,0.7272727272727273,0.9998828125,0.7302967433402214,0.0,0.0,0.9998046875,0.0
prod_2023-01-03T15-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-03T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-03T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-04T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-04T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-04T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-04T12-00-00.000Z,0.0,0.0,0.9998046875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-04T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-04T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-04T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-05T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-05T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-05T09-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-05T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-05T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-05T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-05T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-06T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-06T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-06T09-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-06T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-06T15-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-06T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-06T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-07T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-07T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-07T09-00-00.000Z,0.0,0.0,0.9998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-01-07T12-00-00.000Z,0.0,0.0,0.9996484375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-07T15-00-00.000Z,0.0,0.0,0.9996875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-07T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-07T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-08T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-08T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-08T09-00-00.000Z,0.0,0.0,0.999765625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-08T12-00-00.000Z,0.1,0.18181818181818182,0.9961328125,0.24987096773334005,0.0,0.0,0.9992578125,0.0
prod_2023-01-08T15-00-00.000Z,0.0,0.0,0.99765625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-08T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-08T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-09T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-09T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-09T09-00-00.000Z,0.0,0.0,0.999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-09T12-00-00.000Z,0.35526315789473684,0.5242718446601942,0.9980859375,0.535520365036663,0.0,0.0,0.9983984375,0.0
prod_2023-01-09T15-00-00.000Z,0.13,0.23008849557522124,0.9966015625,0.36055512754639896,0.0,0.0,0.9994921875,0.0
prod_2023-01-09T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-09T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-10T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-10T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-10T09-00-00.000Z,0.0,0.0,0.9963671875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-10T12-00-00.000Z,0.017543859649122806,0.034482758620689655,0.9803125,0.11504474832710557,0.011033099297893681,0.021825396825396824,0.961484375,0.10061723832388283
prod_2023-01-10T15-00-00.000Z,0.0,0.0,0.987109375,0.0,0.0,0.0,0.980546875,0.0
prod_2023-01-10T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-10T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-11T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-11T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-11T09-00-00.000Z,0.0,0.0,0.997421875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-11T12-00-00.000Z,0.0,0.0,0.9905078125,0.0,0.0,0.0,0.997109375,0.0
prod_2023-01-11T15-00-00.000Z,0.03954802259887006,0.07608695652173914,0.993359375,0.09801960588196068,0.0,0.0,0.998671875,0.0
prod_2023-01-11T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-11T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-12T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-12T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-12T09-00-00.000Z,0.0,0.0,0.9991015625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-12T12-00-00.000Z,0.09090909090909091,0.16666666666666666,0.998046875,0.22360679774997896,0.0,0.0,0.999609375,0.0
prod_2023-01-12T15-00-00.000Z,0.0,0.0,0.9995703125,0.0,1.0,1.0,1.0,0.0
prod_2023-01-12T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-12T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-13T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-13T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-13T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-13T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-13T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-13T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-13T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-14T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-14T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-14T09-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-14T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-14T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-14T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-14T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-15T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-15T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-15T09-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-15T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-15T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-15T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-15T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-16T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-16T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-16T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-16T12-00-00.000Z,0.03278688524590164,0.06349206349206349,0.9976953125,0.11744404390294069,0.0,0.0,0.997734375,0.0
prod_2023-01-16T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-16T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-16T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-17T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-17T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-17T09-00-00.000Z,0.0,0.0,0.9998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-01-17T12-00-00.000Z,0.0,0.0,0.999765625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-17T15-00-00.000Z,0.0,0.0,0.99984375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-17T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-17T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-18T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-18T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-18T09-00-00.000Z,0.0,0.0,0.9993359375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-18T12-00-00.000Z,0.0,0.0,0.999296875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-18T15-00-00.000Z,0.0,0.0,0.9994140625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-18T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-18T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-19T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-19T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-19T09-00-00.000Z,0.0,0.0,0.9998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-01-19T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-19T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-19T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-19T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-20T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-20T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-20T09-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-20T12-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-20T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-20T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-20T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-21T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-21T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-21T09-00-00.000Z,0.0,0.0,0.9996484375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-21T12-00-00.000Z,0.0,0.0,0.99828125,0.0,1.0,1.0,1.0,0.0
prod_2023-01-21T15-00-00.000Z,0.0,0.0,0.9991015625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-21T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-21T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-22T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-22T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-22T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-22T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-22T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-22T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-22T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-23T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-23T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-23T09-00-00.000Z,0.0,0.0,0.999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-23T12-00-00.000Z,0.35714285714285715,0.5263157894736842,0.9982421875,0.5349506156386411,0.0,0.0,0.9984765625,0.0
prod_2023-01-23T15-00-00.000Z,0.0,0.0,0.998984375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-23T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-23T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-24T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-24T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-24T09-00-00.000Z,0.07692307692307693,0.14285714285714285,0.99484375,0.24090158393312155,0.0,0.0,0.9994140625,0.0
prod_2023-01-24T12-00-00.000Z,0.2540106951871658,0.4051172707889126,0.9891015625,0.4811252243246881,0.19281045751633988,0.3232876712328767,0.9903515625,0.35413884964892967
prod_2023-01-24T15-00-00.000Z,0.031088082901554404,0.06030150753768844,0.9926953125,0.13193984914006274,0.0,0.0,0.9995703125,0.0
prod_2023-01-24T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-24T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-25T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-25T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-25T09-00-00.000Z,0.08695652173913043,0.16,0.9934375,0.2609659344458732,0.0,0.0,0.9991796875,0.0
prod_2023-01-25T12-00-00.000Z,0.6466165413533834,0.7853881278538812,0.996328125,0.7897556257408194,0.34754797441364604,0.5158227848101266,0.988046875,0.5575917303251703
prod_2023-01-25T15-00-00.000Z,0.09852216748768473,0.17937219730941703,0.9928515625,0.2749286996141075,0.0,0.0,0.9989453125,0.0
prod_2023-01-25T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-25T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-26T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-26T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-26T09-00-00.000Z,0.0,0.0,0.999296875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-26T12-00-00.000Z,0.0410958904109589,0.07894736842105263,0.997265625,0.1767766952966369,0.0,0.0,0.99984375,0.0
prod_2023-01-26T15-00-00.000Z,0.0,0.0,0.9991796875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-26T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-26T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-27T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-27T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-27T09-00-00.000Z,0.0,0.0,0.999765625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-27T12-00-00.000Z,0.0,0.0,0.999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-27T15-00-00.000Z,0.0,0.0,0.99984375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-27T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-27T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-28T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-28T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-28T09-00-00.000Z,0.0,0.0,0.9998046875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-28T12-00-00.000Z,0.0,0.0,0.9990625,0.0,1.0,1.0,1.0,0.0
prod_2023-01-28T15-00-00.000Z,0.0,0.0,0.9998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-01-28T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-28T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-29T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-29T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-29T09-00-00.000Z,0.0,0.0,0.998671875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-29T12-00-00.000Z,0.06944444444444445,0.12987012987012986,0.9973828125,0.2422507915557546,0.07142857142857142,0.13333333333333333,0.9994921875,0.13608276348795434
prod_2023-01-29T15-00-00.000Z,0.0,0.0,0.998046875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-29T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-29T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-30T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-30T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-30T09-00-00.000Z,0.1935483870967742,0.32432432432432434,0.9990234375,0.3464101615137755,0.0,0.0,0.99953125,0.0
prod_2023-01-30T12-00-00.000Z,0.125,0.2222222222222222,0.99890625,0.2807449625374386,0.0,0.0,0.9997265625,0.0
prod_2023-01-30T15-00-00.000Z,0.0,0.0,0.999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-01-30T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-30T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-31T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-31T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-31T09-00-00.000Z,0.21052631578947367,0.34782608695652173,0.9994140625,0.39605901719066977,0.0,0.0,0.999765625,0.0
prod_2023-01-31T12-00-00.000Z,0.0,0.0,0.99875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-31T15-00-00.000Z,0.0,0.0,0.9988671875,0.0,1.0,1.0,1.0,0.0
prod_2023-01-31T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-01-31T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-01T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-01T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-01T09-00-00.000Z,0.0,0.0,0.9998046875,0.0,1.0,1.0,1.0,0.0
prod_2023-02-01T12-00-00.000Z,0.22916666666666666,0.3728813559322034,0.9985546875,0.41166465371081584,0.0,0.0,0.9993359375,0.0
prod_2023-02-01T15-00-00.000Z,0.0,0.0,0.998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-02-01T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-01T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-02T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-02T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-02T09-00-00.000Z,0.23529411764705882,0.38095238095238093,0.998984375,0.41202096209968386,0.0,0.0,0.9994921875,0.0
prod_2023-02-02T12-00-00.000Z,0.36893203883495146,0.5390070921985816,0.9974609375,0.55252639055719,0.0,0.0,0.9978515625,0.0
prod_2023-02-02T15-00-00.000Z,0.18045112781954886,0.3057324840764331,0.9957421875,0.40509574683346666,0.0,0.0,0.9989453125,0.0
prod_2023-02-02T18-00-00.000Z,0.0,0.0,0.99984375,0.0,0.0,0.0,0.99984375,0.0
prod_2023-02-02T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-03T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-03T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-03T09-00-00.000Z,0.15789473684210525,0.2727272727272727,0.999375,0.3061862178478973,0.0,0.0,0.999765625,0.0
prod_2023-02-03T12-00-00.000Z,0.5217391304347826,0.6857142857142857,0.9987109375,0.6948822928339646,0.1574074074074074,0.272,0.9964453125,0.28476071432344346
prod_2023-02-03T15-00-00.000Z,0.3225806451612903,0.4878048780487805,0.998359375,0.5504818825631802,0.0,0.0,0.999140625,0.0
prod_2023-02-03T18-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-02-03T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-04T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-04T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-04T09-00-00.000Z,0.0,0.0,0.9998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-02-04T12-00-00.000Z,0.1111111111111111,0.2,0.9996875,0.3333333333333333,0.0,0.0,0.9999609375,0.0
prod_2023-02-04T15-00-00.000Z,0.0,0.0,0.9998046875,0.0,1.0,1.0,1.0,0.0
prod_2023-02-04T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-04T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-05T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-05T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-02-05T09-00-00.000Z,0.2222222222222222,0.36363636363636365,0.9997265625,0.3779644730092272,0.0,0.0,0.99984375,0.0
